EP2 - Ciclistas!

Ranking - Rodada 1:
   1o - 0996 
   2o - 0998 
   3o - 0995 
   4o - 0997 
   5o - 0999 
   6o - 0992 
   7o - 0993 
   8o - 0994 
   9o - 0990 
  10o - 0991 
  11o - 0989 
  12o - 0988 
  13o - 0985 
  14o - 0987 
  15o - 0986 
  16o - 0980 
  17o - 0984 
  18o - 0978 
  19o - 0982 
  20o - 0981 
  21o - 0976 
  22o - 0979 
  23o - 0983 
  24o - 0975 
  25o - 0974 
  26o - 0970 
  27o - 0973 
  28o - 0966 
  29o - 0967 
  30o - 0968 
  31o - 0971 
  32o - 0972 
  33o - 0969 
  34o - 0965 
  35o - 0961 
  36o - 0964 
  37o - 0960 
  38o - 0957 
  39o - 0956 
  40o - 0958 
  41o - 0963 
  42o - 0977 
  43o - 0955 
  44o - 0953 
  45o - 0952 
  46o - 0959 
  47o - 0951 
  48o - 0947 
  49o - 0946 
  50o - 0949 
  51o - 0950 
  52o - 0954 
  53o - 0948 
  54o - 0945 
  55o - 0944 
  56o - 0942 
  57o - 0962 
  58o - 0940 
  59o - 0938 
  60o - 0937 
  61o - 0939 
  62o - 0943 
  63o - 0935 
  64o - 0941 
  65o - 0933 
  66o - 0936 
  67o - 0930 
  68o - 0934 
  69o - 0931 
  70o - 0926 
  71o - 0932 
  72o - 0880 
  73o - 0927 
  74o - 0928 
  75o - 0925 
  76o - 0923 
  77o - 0929 
  78o - 0924 
  79o - 0920 
  80o - 0922 
  81o - 0918 
  82o - 0915 
  83o - 0913 
  84o - 0917 
  85o - 0911 
  86o - 0912 
  87o - 0921 
  88o - 0919 
  89o - 0907 
  90o - 0908 
  91o - 0914 
  92o - 0904 
  93o - 0902 
  94o - 0903 
  95o - 0916 
  96o - 0910 
  97o - 0909 
  98o - 0898 
  99o - 0901 
 100o - 0906 
 101o - 0899 
 102o - 0905 
 103o - 0895 
 104o - 0896 
 105o - 0897 
 106o - 0894 
 107o - 0892 
 108o - 0900 
 109o - 0893 
 110o - 0886 
 111o - 0890 
 112o - 0884 
 113o - 0887 
 114o - 0885 
 115o - 0883 
 116o - 0889 
 117o - 0879 
 118o - 0877 
 119o - 0891 
 120o - 0888 
 121o - 0882 
 122o - 0871 
 123o - 0875 
 124o - 0878 
 125o - 0874 
 126o - 0876 
 127o - 0873 
 128o - 0868 
 129o - 0870 
 130o - 0872 
 131o - 0881 
 132o - 0867 
 133o - 0864 
 134o - 0865 
 135o - 0869 
 136o - 0866 
 137o - 0863 
 138o - 0857 
 139o - 0856 
 140o - 0862 
 141o - 0858 
 142o - 0854 
 143o - 0860 
 144o - 0861 
 145o - 0859 
 146o - 0845 
 147o - 0849 
 148o - 0846 
