EP2 - Ciclistas!

Ranking - Rodada 1:
   1o - 0999 
   2o - 0995 
   3o - 0998 
   4o - 0996 
   5o - 0994 
   6o - 0935 
   7o - 0993 
   8o - 0997 
   9o - 0983 
  10o - 0982 
  11o - 0992 
  12o - 0857 
  13o - 0848 
  14o - 0847 
  15o - 0991 
  16o - 0849 
  17o - 0851 
  18o - 0989 
  19o - 0990 
  20o - 0918 
  21o - 0850 
  22o - 0852 
  23o - 0865 
  24o - 0916 
  25o - 0915 
  26o - 0919 
  27o - 0866 
  28o - 0867 
  29o - 0988 
  30o - 0921 
  31o - 0920 
  32o - 0878 
  33o - 0951 
  34o - 0950 
  35o - 0931 
  36o - 0928 
  37o - 0873 
  38o - 0987 
  39o - 0924 
  40o - 0978 
  41o - 0979 
  42o - 0883 
  43o - 0977 
  44o - 0908 
  45o - 0980 
  46o - 0986 
  47o - 0901 
  48o - 0981 
  49o - 0985 
  50o - 0889 
  51o - 0976 
  52o - 0893 
  53o - 0975 
  54o - 0949 
  55o - 0863 
  56o - 0972 
  57o - 0984 
  58o - 0864 
  59o - 0859 
  60o - 0861 
  61o - 0971 
  62o - 0973 
  63o - 0974 
  64o - 0862 
  65o - 0969 
  66o - 0860 
  67o - 0968 
  68o - 0970 
  69o - 0844 
  70o - 0858 
  71o - 0964 
  72o - 0967 
  73o - 0966 
  74o - 0965 
  75o - 0868 
  76o - 0869 
  77o - 0870 
  78o - 0871 
  79o - 0913 
  80o - 0888 
  81o - 0909 
  82o - 0912 
  83o - 0872 
  84o - 0910 
  85o - 0887 
  86o - 0962 
  87o - 0963 
  88o - 0875 
  89o - 0960 
  90o - 0957 
  91o - 0956 
  92o - 0961 
  93o - 0911 
  94o - 0954 
  95o - 0953 
  96o - 0959 
  97o - 0952 
  98o - 0958 
  99o - 0945 
 100o - 0947 
 101o - 0943 
 102o - 0948 
 103o - 0941 
 104o - 0944 
 105o - 0955 
 106o - 0946 
 107o - 0938 
 108o - 0936 
 109o - 0942 
 110o - 0937 
 111o - 0934 
 112o - 0939 
 113o - 0925 
 114o - 0940 
 115o - 0926 
 116o - 0927 
 117o - 0907 
 118o - 0933 
 119o - 0930 
 120o - 0914 
 121o - 0929 
 122o - 0932 
 123o - 0903 
 124o - 0906 
 125o - 0917 
 126o - 0905 
 127o - 0922 
 128o - 0923 
 129o - 0902 
 130o - 0897 
 131o - 0904 
 132o - 0896 
 133o - 0891 
 134o - 0898 
 135o - 0892 
 136o - 0899 
 137o - 0882 
 138o - 0900 
 139o - 0890 
 140o - 0895 
 141o - 0894 
 142o - 0884 
 143o - 0881 
 144o - 0879 
 145o - 0874 
 146o - 0886 
 147o - 0856 
 148o - 0853 
