EP2 - Ciclistas!

Ranking - Rodada 1:
   1o - 0995 
   2o - 0999 
   3o - 0994 
   4o - 0993 
   5o - 0998 
   6o - 0996 
   7o - 0989 
   8o - 0990 
   9o - 0967 
  10o - 0991 
  11o - 0987 
  12o - 0988 
  13o - 0985 
  14o - 0968 
  15o - 0997 
  16o - 0992 
  17o - 0983 
  18o - 0965 
  19o - 0966 
  20o - 0986 
  21o - 0982 
  22o - 0962 
  23o - 0980 
  24o - 0963 
  25o - 0984 
  26o - 0964 
  27o - 0956 
  28o - 0979 
  29o - 0957 
  30o - 0981 
  31o - 0960 
  32o - 0959 
  33o - 0955 
  34o - 0977 
  35o - 0976 
  36o - 0972 
  37o - 0958 
  38o - 0971 
  39o - 0954 
  40o - 0974 
  41o - 0975 
  42o - 0961 
  43o - 0969 
  44o - 0973 
  45o - 0952 
  46o - 0946 
  47o - 0953 
  48o - 0949 
  49o - 0970 
  50o - 0948 
  51o - 0947 
  52o - 0978 
  53o - 0950 
  54o - 0944 
  55o - 0931 
  56o - 0928 
  57o - 0927 
  58o - 0930 
  59o - 0939 
  60o - 0924 
  61o - 0923 
  62o - 0951 
  63o - 0945 
  64o - 0929 
  65o - 0925 
  66o - 0921 
  67o - 0943 
  68o - 0938 
  69o - 0922 
  70o - 0942 
  71o - 0920 
  72o - 0940 
  73o - 0937 
  74o - 0919 
  75o - 0926 
  76o - 0934 
  77o - 0932 
  78o - 0912 
  79o - 0941 
  80o - 0913 
  81o - 0918 
  82o - 0933 
  83o - 0914 
  84o - 0909 
  85o - 0904 
  86o - 0910 
  87o - 0905 
  88o - 0908 
  89o - 0936 
  90o - 0907 
  91o - 0906 
  92o - 0916 
  93o - 0903 
  94o - 0915 
  95o - 0935 
  96o - 0911 
  97o - 0917 
  98o - 0901 
  99o - 0902 
 100o - 0900 
 101o - 0892 
 102o - 0895 
 103o - 0891 
 104o - 0893 
 105o - 0896 
 106o - 0894 
 107o - 0886 
 108o - 0897 
 109o - 0890 
 110o - 0883 
 111o - 0888 
 112o - 0899 
 113o - 0881 
 114o - 0880 
 115o - 0898 
 116o - 0889 
 117o - 0884 
 118o - 0879 
 119o - 0885 
 120o - 0882 
 121o - 0877 
 122o - 0872 
 123o - 0870 
 124o - 0887 
 125o - 0873 
 126o - 0878 
 127o - 0876 
 128o - 0866 
 129o - 0875 
 130o - 0867 
 131o - 0874 
 132o - 0860 
 133o - 0864 
 134o - 0868 
 135o - 0869 
 136o - 0862 
 137o - 0863 
 138o - 0871 
 139o - 0856 
 140o - 0865 
 141o - 0859 
 142o - 0853 
 143o - 0850 
 144o - 0855 
 145o - 0858 
 146o - 0854 
 147o - 0851 
 148o - 0861 
