EP2 - Ciclistas!

Ranking - Rodada 1:
   1o - 0889 
   2o - 0938 
   3o - 0891 
   4o - 0890 
   5o - 0888 
   6o - 0939 
   7o - 0945 
   8o - 0942 
   9o - 0940 
  10o - 0941 
  11o - 0944 
  12o - 0946 
  13o - 0943 
  14o - 0947 
  15o - 0870 
  16o - 0868 
  17o - 0935 
  18o - 0859 
  19o - 0867 
  20o - 0860 
  21o - 0667 
  22o - 0659 
  23o - 0934 
  24o - 0922 
  25o - 0660 
  26o - 0668 
  27o - 0687 
  28o - 0677 
  29o - 0684 
  30o - 0678 
  31o - 0693 
  32o - 0720 
  33o - 0719 
  34o - 0692 
  35o - 0754 
  36o - 0721 
  37o - 0753 
  38o - 0755 
  39o - 0728 
  40o - 0852 
  41o - 0757 
  42o - 0756 
  43o - 0727 
  44o - 0845 
  45o - 0745 
  46o - 0733 
  47o - 0844 
  48o - 0744 
  49o - 0843 
  50o - 0832 
  51o - 0836 
  52o - 0751 
  53o - 0752 
  54o - 0837 
  55o - 0833 
  56o - 0820 
  57o - 0831 
  58o - 0838 
  59o - 0839 
  60o - 0848 
  61o - 0819 
  62o - 0849 
  63o - 0817 
  64o - 0815 
  65o - 0818 
  66o - 0786 
  67o - 0758 
  68o - 0816 
  69o - 0814 
  70o - 0785 
  71o - 0874 
  72o - 0784 
  73o - 0790 
  74o - 0875 
  75o - 0768 
  76o - 0791 
  77o - 0813 
  78o - 0767 
  79o - 0886 
  80o - 0765 
  81o - 0766 
  82o - 0769 
  83o - 0782 
  84o - 0856 
  85o - 0763 
  86o - 0781 
  87o - 0876 
  88o - 0877 
  89o - 0764 
  90o - 0760 
  91o - 0783 
  92o - 0919 
  93o - 0761 
  94o - 0999 
  95o - 0918 
  96o - 0762 
  97o - 0921 
  98o - 0759 
  99o - 0998 
 100o - 0993 
 101o - 0995 
 102o - 0920 
 103o - 0997 
 104o - 0988 
 105o - 0996 
 106o - 0989 
 107o - 0994 
 108o - 0991 
 109o - 0992 
 110o - 0985 
 111o - 0990 
 112o - 0983 
 113o - 0987 
 114o - 0984 
 115o - 0978 
 116o - 0986 
 117o - 0982 
 118o - 0981 
 119o - 0973 
 120o - 0980 
 121o - 0975 
 122o - 0974 
 123o - 0976 
 124o - 0977 
 125o - 0969 
 126o - 0968 
 127o - 0970 
 128o - 0972 
 129o - 0971 
 130o - 0964 
 131o - 0963 
 132o - 0967 
 133o - 0966 
 134o - 0965 
 135o - 0958 
 136o - 0979 
 137o - 0962 
 138o - 0960 
 139o - 0953 
 140o - 0954 
 141o - 0961 
 142o - 0956 
 143o - 0957 
 144o - 0959 
 145o - 0951 
 146o - 0955 
 147o - 0950 
 148o - 0948 
