EP2 - Ciclistas!

Ranking - Rodada 1:
   1o - 0996 
   2o - 0995 
   3o - 0998 
   4o - 0997 
   5o - 0999 
   6o - 0992 
   7o - 0991 
   8o - 0994 
   9o - 0993 
  10o - 0988 
  11o - 0990 
  12o - 0986 
  13o - 0989 
  14o - 0987 
  15o - 0980 
  16o - 0985 
  17o - 0982 
  18o - 0984 
  19o - 0981 
  20o - 0975 
  21o - 0978 
  22o - 0983 
  23o - 0979 
  24o - 0977 
  25o - 0976 
  26o - 0972 
  27o - 0971 
  28o - 0973 
  29o - 0974 
  30o - 0967 
  31o - 0965 
  32o - 0966 
  33o - 0969 
  34o - 0970 
  35o - 0964 
  36o - 0962 
  37o - 0961 
  38o - 0968 
  39o - 0956 
  40o - 0958 
  41o - 0963 
  42o - 0957 
  43o - 0955 
  44o - 0959 
  45o - 0954 
  46o - 0960 
  47o - 0952 
  48o - 0950 
  49o - 0953 
  50o - 0951 
  51o - 0946 
  52o - 0949 
  53o - 0948 
  54o - 0943 
  55o - 0941 
  56o - 0944 
  57o - 0942 
  58o - 0947 
  59o - 0937 
  60o - 0936 
  61o - 0935 
  62o - 0945 
  63o - 0938 
  64o - 0930 
  65o - 0932 
  66o - 0931 
  67o - 0940 
  68o - 0933 
  69o - 0939 
  70o - 0928 
  71o - 0934 
  72o - 0921 
  73o - 0923 
  74o - 0920 
  75o - 0925 
  76o - 0927 
  77o - 0922 
  78o - 0915 
  79o - 0916 
  80o - 0918 
  81o - 0919 
  82o - 0924 
  83o - 0929 
  84o - 0912 
  85o - 0913 
  86o - 0926 
  87o - 0906 
  88o - 0905 
  89o - 0914 
  90o - 0911 
  91o - 0908 
  92o - 0909 
  93o - 0910 
  94o - 0907 
  95o - 0917 
  96o - 0901 
  97o - 0883 
  98o - 0884 
  99o - 0888 
 100o - 0900 
 101o - 0903 
 102o - 0899 
 103o - 0898 
 104o - 0897 
 105o - 0865 
 106o - 0904 
 107o - 0866 
 108o - 0868 
 109o - 0896 
 110o - 0902 
 111o - 0867 
 112o - 0854 
 113o - 0853 
 114o - 0852 
 115o - 0863 
 116o - 0856 
 117o - 0855 
 118o - 0862 
 119o - 0860 
 120o - 0859 
 121o - 0857 
 122o - 0894 
 123o - 0861 
 124o - 0892 
 125o - 0864 
 126o - 0895 
 127o - 0891 
 128o - 0893 
 129o - 0886 
 130o - 0885 
 131o - 0889 
 132o - 0887 
 133o - 0878 
 134o - 0858 
 135o - 0881 
 136o - 0890 
 137o - 0880 
 138o - 0874 
 139o - 0876 
 140o - 0882 
 141o - 0873 
 142o - 0877 
 143o - 0850 
 144o - 0870 
 145o - 0872 
 146o - 0879 
 147o - 0851 
 148o - 0871 
