EP2 - Ciclistas!

Ranking - Rodada 1:
   1o - 0973 
   2o - 0971 
   3o - 0974 
   4o - 0970 
   5o - 0972 
   6o - 0977 
   7o - 0978 
   8o - 0975 
   9o - 0976 
  10o - 0999 
  11o - 0979 
  12o - 0997 
  13o - 0998 
  14o - 0995 
  15o - 0996 
  16o - 0992 
  17o - 0981 
  18o - 0993 
  19o - 0994 
  20o - 0989 
  21o - 0991 
  22o - 0983 
  23o - 0980 
  24o - 0990 
  25o - 0986 
  26o - 0982 
  27o - 0988 
  28o - 0969 
  29o - 0985 
  30o - 0968 
  31o - 0966 
  32o - 0987 
  33o - 0965 
  34o - 0984 
  35o - 0962 
  36o - 0967 
  37o - 0960 
  38o - 0963 
  39o - 0961 
  40o - 0959 
  41o - 0955 
  42o - 0956 
  43o - 0951 
  44o - 0952 
  45o - 0958 
  46o - 0964 
  47o - 0953 
  48o - 0954 
  49o - 0949 
  50o - 0948 
  51o - 0957 
  52o - 0945 
  53o - 0940 
  54o - 0942 
  55o - 0941 
  56o - 0943 
  57o - 0947 
  58o - 0939 
  59o - 0946 
  60o - 0937 
  61o - 0944 
  62o - 0938 
  63o - 0936 
  64o - 0826 
  65o - 0898 
  66o - 0829 
  67o - 0821 
  68o - 0950 
  69o - 0822 
  70o - 0869 
  71o - 0820 
  72o - 0934 
  73o - 0846 
  74o - 0933 
  75o - 0858 
  76o - 0815 
  77o - 0867 
  78o - 0935 
  79o - 0823 
  80o - 0816 
  81o - 0931 
  82o - 0895 
  83o - 0912 
  84o - 0811 
  85o - 0814 
  86o - 0817 
  87o - 0845 
  88o - 0915 
  89o - 0897 
  90o - 0812 
  91o - 0868 
  92o - 0813 
  93o - 0929 
  94o - 0843 
  95o - 0930 
  96o - 0827 
  97o - 0844 
  98o - 0932 
  99o - 0928 
 100o - 0825 
 101o - 0819 
 102o - 0818 
 103o - 0899 
 104o - 0828 
 105o - 0896 
 106o - 0914 
 107o - 0857 
 108o - 0824 
 109o - 0913 
 110o - 0691 
 111o - 0927 
 112o - 0678 
 113o - 0682 
 114o - 0676 
 115o - 0685 
 116o - 0670 
 117o - 0667 
 118o - 0708 
 119o - 0689 
 120o - 0926 
 121o - 0677 
 122o - 0541 
 123o - 0696 
 124o - 0692 
 125o - 0925 
 126o - 0679 
 127o - 0542 
 128o - 0672 
 129o - 0674 
 130o - 0924 
 131o - 0923 
 132o - 0695 
 133o - 0697 
 134o - 0688 
 135o - 0673 
 136o - 0922 
 137o - 0686 
 138o - 0690 
 139o - 0683 
 140o - 0545 
 141o - 0681 
 142o - 0538 
 143o - 0675 
 144o - 0699 
 145o - 0920 
 146o - 0700 
 147o - 0533 
 148o - 0537 
