EP2 - Ciclistas!

Ranking - Rodada 1:
   1o - 0997 
   2o - 0985 
   3o - 0984 
   4o - 0983 
   5o - 0982 
   6o - 0977 
   7o - 0979 
   8o - 0980 
   9o - 0981 
  10o - 0998 
  11o - 0971 
  12o - 0972 
  13o - 0978 
  14o - 0973 
  15o - 0931 
  16o - 0933 
  17o - 0969 
  18o - 0922 
  19o - 0970 
  20o - 0930 
  21o - 0968 
  22o - 0923 
  23o - 0920 
  24o - 0919 
  25o - 0936 
  26o - 0937 
  27o - 0928 
  28o - 0934 
  29o - 0921 
  30o - 0925 
  31o - 0927 
  32o - 0929 
  33o - 0924 
  34o - 0932 
  35o - 0966 
  36o - 0967 
  37o - 0964 
  38o - 0963 
  39o - 0962 
  40o - 0965 
  41o - 0961 
  42o - 0959 
  43o - 0958 
  44o - 0957 
  45o - 0952 
  46o - 0954 
  47o - 0960 
  48o - 0955 
  49o - 0956 
  50o - 0953 
  51o - 0949 
  52o - 0948 
  53o - 0999 
  54o - 0976 
  55o - 0950 
  56o - 0975 
  57o - 0996 
  58o - 0995 
  59o - 0951 
  60o - 0974 
  61o - 0992 
  62o - 0994 
  63o - 0989 
  64o - 0990 
  65o - 0991 
  66o - 0993 
  67o - 0988 
  68o - 0987 
  69o - 0780 
  70o - 0784 
  71o - 0986 
  72o - 0779 
  73o - 0781 
  74o - 0946 
  75o - 0783 
  76o - 0778 
  77o - 0776 
  78o - 0782 
  79o - 0945 
  80o - 0947 
  81o - 0941 
  82o - 0942 
  83o - 0777 
  84o - 0918 
  85o - 0943 
  86o - 0935 
  87o - 0938 
  88o - 0915 
  89o - 0916 
  90o - 0885 
  91o - 0939 
  92o - 0944 
  93o - 0917 
  94o - 0882 
  95o - 0884 
  96o - 0879 
  97o - 0886 
  98o - 0876 
  99o - 0926 
 100o - 0878 
 101o - 0877 
 102o - 0883 
 103o - 0940 
 104o - 0874 
 105o - 0873 
 106o - 0875 
 107o - 0868 
 108o - 0870 
 109o - 0881 
 110o - 0866 
 111o - 0869 
 112o - 0880 
 113o - 0872 
 114o - 0863 
 115o - 0867 
 116o - 0857 
 117o - 0861 
 118o - 0859 
 119o - 0862 
 120o - 0858 
 121o - 0864 
 122o - 0827 
 123o - 0856 
 124o - 0854 
 125o - 0871 
 126o - 0855 
 127o - 0830 
 128o - 0860 
 129o - 0829 
 130o - 0852 
 131o - 0865 
 132o - 0851 
 133o - 0908 
 134o - 0849 
 135o - 0828 
 136o - 0911 
 137o - 0907 
 138o - 0853 
 139o - 0906 
 140o - 0847 
 141o - 0910 
 142o - 0850 
 143o - 0845 
 144o - 0904 
 145o - 0905 
 146o - 0848 
 147o - 0844 
 148o - 0846 
