EP2 - Ciclistas!

Ranking - Rodada 1:
   1o - 0691 
   2o - 0999 
   3o - 0997 
   4o - 0998 
   5o - 0996 
   6o - 0994 
   7o - 0995 
   8o - 0966 
   9o - 0943 
  10o - 0963 
  11o - 0961 
  12o - 0931 
  13o - 0951 
  14o - 0944 
  15o - 0962 
  16o - 0919 
  17o - 0915 
  18o - 0914 
  19o - 0937 
  20o - 0955 
  21o - 0921 
  22o - 0993 
  23o - 0945 
  24o - 0928 
  25o - 0932 
  26o - 0942 
  27o - 0913 
  28o - 0992 
  29o - 0911 
  30o - 0991 
  31o - 0922 
  32o - 0924 
  33o - 0923 
  34o - 0920 
  35o - 0950 
  36o - 0940 
  37o - 0941 
  38o - 0912 
  39o - 0958 
  40o - 0934 
  41o - 0916 
  42o - 0952 
  43o - 0988 
  44o - 0989 
  45o - 0990 
  46o - 0946 
  47o - 0929 
  48o - 0947 
  49o - 0985 
  50o - 0986 
  51o - 0984 
  52o - 0981 
  53o - 0987 
  54o - 0960 
  55o - 0982 
  56o - 0979 
  57o - 0938 
  58o - 0983 
  59o - 0977 
  60o - 0978 
  61o - 0974 
  62o - 0930 
  63o - 0971 
  64o - 0973 
  65o - 0975 
  66o - 0980 
  67o - 0972 
  68o - 0899 
  69o - 0970 
  70o - 0897 
  71o - 0967 
  72o - 0976 
  73o - 0906 
  74o - 0891 
  75o - 0902 
  76o - 0968 
  77o - 0965 
  78o - 0903 
  79o - 0892 
  80o - 0969 
  81o - 0894 
  82o - 0744 
  83o - 0895 
  84o - 0745 
  85o - 0741 
  86o - 0740 
  87o - 0890 
  88o - 0751 
  89o - 0749 
  90o - 0756 
  91o - 0893 
  92o - 0964 
  93o - 0746 
  94o - 0754 
  95o - 0747 
  96o - 0750 
  97o - 0755 
  98o - 0959 
  99o - 0748 
 100o - 0957 
 101o - 0936 
 102o - 0956 
 103o - 0939 
 104o - 0753 
 105o - 0752 
 106o - 0953 
 107o - 0935 
 108o - 0933 
 109o - 0954 
 110o - 0948 
 111o - 0927 
 112o - 0910 
 113o - 0949 
 114o - 0907 
 115o - 0909 
 116o - 0901 
 117o - 0926 
 118o - 0918 
 119o - 0886 
 120o - 0889 
 121o - 0925 
 122o - 0905 
 123o - 0887 
 124o - 0917 
 125o - 0908 
 126o - 0884 
 127o - 0904 
 128o - 0882 
 129o - 0880 
 130o - 0876 
 131o - 0881 
 132o - 0879 
 133o - 0885 
 134o - 0898 
 135o - 0877 
 136o - 0900 
 137o - 0870 
 138o - 0888 
 139o - 0872 
 140o - 0871 
 141o - 0868 
 142o - 0883 
 143o - 0867 
 144o - 0864 
 145o - 0896 
 146o - 0878 
 147o - 0874 
 148o - 0862 
