EP2 - Ciclistas!

Ranking - Rodada 1:
   1o - 0891 
   2o - 0929 
   3o - 0926 
   4o - 0923 
   5o - 0933 
   6o - 0996 
   7o - 0995 
   8o - 0999 
   9o - 0997 
  10o - 0993 
  11o - 0991 
  12o - 0990 
  13o - 0992 
  14o - 0998 
  15o - 0994 
  16o - 0988 
  17o - 0987 
  18o - 0989 
  19o - 0984 
  20o - 0980 
  21o - 0985 
  22o - 0983 
  23o - 0981 
  24o - 0982 
  25o - 0978 
  26o - 0977 
  27o - 0976 
  28o - 0979 
  29o - 0971 
  30o - 0975 
  31o - 0986 
  32o - 0972 
  33o - 0974 
  34o - 0966 
  35o - 0968 
  36o - 0969 
  37o - 0970 
  38o - 0973 
  39o - 0960 
  40o - 0965 
  41o - 0964 
  42o - 0967 
  43o - 0961 
  44o - 0963 
  45o - 0957 
  46o - 0956 
  47o - 0959 
  48o - 0950 
  49o - 0955 
  50o - 0954 
  51o - 0952 
  52o - 0953 
  53o - 0958 
  54o - 0951 
  55o - 0947 
  56o - 0948 
  57o - 0962 
  58o - 0943 
  59o - 0949 
  60o - 0945 
  61o - 0940 
  62o - 0939 
  63o - 0937 
  64o - 0944 
  65o - 0935 
  66o - 0941 
  67o - 0930 
  68o - 0938 
  69o - 0936 
  70o - 0921 
  71o - 0932 
  72o - 0931 
  73o - 0927 
  74o - 0922 
  75o - 0925 
  76o - 0942 
  77o - 0946 
  78o - 0928 
  79o - 0924 
  80o - 0917 
  81o - 0915 
  82o - 0916 
  83o - 0914 
  84o - 0919 
  85o - 0934 
  86o - 0918 
  87o - 0909 
  88o - 0908 
  89o - 0913 
  90o - 0910 
  91o - 0903 
  92o - 0912 
  93o - 0905 
  94o - 0902 
  95o - 0907 
  96o - 0901 
  97o - 0900 
  98o - 0920 
  99o - 0906 
 100o - 0911 
 101o - 0898 
 102o - 0894 
 103o - 0897 
 104o - 0899 
 105o - 0892 
 106o - 0888 
 107o - 0896 
 108o - 0893 
 109o - 0885 
 110o - 0890 
 111o - 0895 
 112o - 0886 
 113o - 0889 
 114o - 0881 
 115o - 0880 
 116o - 0883 
 117o - 0879 
 118o - 0882 
 119o - 0887 
 120o - 0870 
 121o - 0874 
 122o - 0904 
 123o - 0875 
 124o - 0878 
 125o - 0864 
 126o - 0873 
 127o - 0877 
 128o - 0850 
 129o - 0846 
 130o - 0845 
 131o - 0861 
 132o - 0862 
 133o - 0849 
 134o - 0876 
 135o - 0847 
 136o - 0844 
 137o - 0871 
 138o - 0869 
 139o - 0848 
 140o - 0872 
 141o - 0863 
 142o - 0884 
 143o - 0858 
 144o - 0868 
 145o - 0852 
 146o - 0865 
 147o - 0867 
 148o - 0855 
