EP2 - Ciclistas!

Ranking - Rodada 1:
   1o - 0998 
   2o - 0999 
   3o - 0992 
   4o - 0997 
   5o - 0996 
   6o - 0995 
   7o - 0991 
   8o - 0993 
   9o - 0990 
  10o - 0994 
  11o - 0986 
  12o - 0988 
  13o - 0983 
  14o - 0989 
  15o - 0982 
  16o - 0984 
  17o - 0985 
  18o - 0987 
  19o - 0981 
  20o - 0974 
  21o - 0980 
  22o - 0977 
  23o - 0936 
  24o - 0973 
  25o - 0935 
  26o - 0972 
  27o - 0971 
  28o - 0979 
  29o - 0900 
  30o - 0978 
  31o - 0946 
  32o - 0945 
  33o - 0915 
  34o - 0904 
  35o - 0937 
  36o - 0970 
  37o - 0965 
  38o - 0975 
  39o - 0968 
  40o - 0969 
  41o - 0976 
  42o - 0962 
  43o - 0964 
  44o - 0961 
  45o - 0966 
  46o - 0959 
  47o - 0953 
  48o - 0956 
  49o - 0957 
  50o - 0960 
  51o - 0963 
  52o - 0950 
  53o - 0967 
  54o - 0955 
  55o - 0951 
  56o - 0958 
  57o - 0942 
  58o - 0949 
  59o - 0941 
  60o - 0954 
  61o - 0947 
  62o - 0952 
  63o - 0865 
  64o - 0943 
  65o - 0938 
  66o - 0730 
  67o - 0940 
  68o - 0939 
  69o - 0716 
  70o - 0944 
  71o - 0866 
  72o - 0930 
  73o - 0719 
  74o - 0931 
  75o - 0725 
  76o - 0925 
  77o - 0929 
  78o - 0932 
  79o - 0934 
  80o - 0933 
  81o - 0948 
  82o - 0921 
  83o - 0926 
  84o - 0864 
  85o - 0914 
  86o - 0920 
  87o - 0927 
  88o - 0918 
  89o - 0923 
  90o - 0924 
  91o - 0922 
  92o - 0928 
  93o - 0917 
  94o - 0913 
  95o - 0919 
  96o - 0905 
  97o - 0903 
  98o - 0910 
  99o - 0909 
 100o - 0916 
 101o - 0907 
 102o - 0899 
 103o - 0911 
 104o - 0897 
 105o - 0912 
 106o - 0896 
 107o - 0908 
 108o - 0898 
 109o - 0906 
 110o - 0902 
 111o - 0891 
 112o - 0892 
 113o - 0893 
 114o - 0894 
 115o - 0887 
 116o - 0895 
 117o - 0885 
 118o - 0883 
 119o - 0890 
 120o - 0886 
 121o - 0888 
 122o - 0882 
 123o - 0889 
 124o - 0901 
 125o - 0878 
 126o - 0877 
 127o - 0879 
 128o - 0868 
 129o - 0873 
 130o - 0876 
 131o - 0869 
 132o - 0874 
 133o - 0880 
 134o - 0875 
 135o - 0881 
 136o - 0714 
 137o - 0884 
 138o - 0872 
 139o - 0871 
 140o - 0715 
 141o - 0862 
 142o - 0861 
 143o - 0867 
 144o - 0858 
 145o - 0859 
 146o - 0852 
 147o - 0860 
 148o - 0854 
