EP2 - Ciclistas!

Ranking - Rodada 1:
   1o - 0767 
   2o - 0741 
   3o - 0740 
   4o - 0752 
   5o - 0742 
   6o - 0735 
   7o - 0737 
   8o - 0736 
   9o - 0738 
  10o - 0739 
  11o - 0867 
  12o - 0734 
  13o - 0866 
  14o - 0842 
  15o - 0764 
  16o - 0696 
  17o - 0763 
  18o - 0765 
  19o - 0762 
  20o - 0953 
  21o - 0758 
  22o - 0759 
  23o - 0766 
  24o - 0753 
  25o - 0760 
  26o - 0754 
  27o - 0756 
  28o - 0761 
  29o - 0750 
  30o - 0745 
  31o - 0748 
  32o - 0751 
  33o - 0757 
  34o - 0747 
  35o - 0806 
  36o - 0744 
  37o - 0789 
  38o - 0755 
  39o - 0803 
  40o - 0781 
  41o - 0787 
  42o - 0743 
  43o - 0768 
  44o - 0784 
  45o - 0786 
  46o - 0984 
  47o - 0749 
  48o - 0965 
  49o - 0746 
  50o - 0908 
  51o - 0942 
  52o - 0933 
  53o - 0946 
  54o - 0923 
  55o - 0949 
  56o - 0930 
  57o - 0921 
  58o - 0968 
  59o - 0973 
  60o - 0943 
  61o - 0927 
  62o - 0978 
  63o - 0963 
  64o - 0967 
  65o - 0972 
  66o - 0936 
  67o - 0909 
  68o - 0937 
  69o - 0980 
  70o - 0974 
  71o - 0917 
  72o - 0919 
  73o - 0922 
  74o - 0947 
  75o - 0935 
  76o - 0955 
  77o - 0969 
  78o - 0952 
  79o - 0914 
  80o - 0983 
  81o - 0948 
  82o - 0915 
  83o - 0954 
  84o - 0938 
  85o - 0913 
  86o - 0990 
  87o - 0950 
  88o - 0966 
  89o - 0988 
  90o - 0971 
  91o - 0939 
  92o - 0986 
  93o - 0975 
  94o - 0907 
  95o - 0934 
  96o - 0956 
  97o - 0951 
  98o - 0991 
  99o - 0977 
 100o - 0924 
 101o - 0961 
 102o - 0931 
 103o - 0926 
 104o - 0945 
 105o - 0979 
 106o - 0957 
 107o - 0940 
 108o - 0916 
 109o - 0910 
 110o - 0906 
 111o - 0920 
 112o - 0912 
 113o - 0982 
 114o - 0929 
 115o - 0925 
 116o - 0918 
 117o - 0964 
 118o - 0941 
 119o - 0976 
 120o - 0932 
 121o - 0987 
 122o - 0958 
 123o - 0962 
 124o - 0989 
 125o - 0970 
 126o - 0901 
 127o - 0944 
 128o - 0959 
 129o - 0897 
 130o - 0981 
 131o - 0769 
 132o - 0892 
 133o - 0902 
 134o - 0985 
 135o - 0899 
 136o - 0898 
 137o - 0960 
 138o - 0889 
 139o - 0894 
 140o - 0903 
 141o - 0888 
 142o - 0893 
 143o - 0887 
 144o - 0882 
 145o - 0904 
 146o - 0905 
 147o - 0890 
 148o - 0878 
