EP2 - Ciclistas!

Ranking - Rodada 1:
   1o - 0998 
   2o - 0995 
   3o - 0997 
   4o - 0996 
   5o - 0999 
   6o - 0993 
   7o - 0991 
   8o - 0992 
   9o - 0994 
  10o - 0990 
  11o - 0988 
  12o - 0989 
  13o - 0868 
  14o - 0884 
  15o - 0896 
  16o - 0848 
  17o - 0833 
  18o - 0985 
  19o - 0987 
  20o - 0986 
  21o - 0982 
  22o - 0984 
  23o - 0830 
  24o - 0983 
  25o - 0866 
  26o - 0832 
  27o - 0831 
  28o - 0834 
  29o - 0953 
  30o - 0979 
  31o - 0980 
  32o - 0867 
  33o - 0865 
  34o - 0978 
  35o - 0974 
  36o - 0973 
  37o - 0977 
  38o - 0972 
  39o - 0969 
  40o - 0968 
  41o - 0976 
  42o - 0971 
  43o - 0975 
  44o - 0967 
  45o - 0970 
  46o - 0966 
  47o - 0963 
  48o - 0958 
  49o - 0964 
  50o - 0981 
  51o - 0965 
  52o - 0960 
  53o - 0959 
  54o - 0961 
  55o - 0955 
  56o - 0952 
  57o - 0951 
  58o - 0949 
  59o - 0950 
  60o - 0962 
  61o - 0957 
  62o - 0956 
  63o - 0943 
  64o - 0954 
  65o - 0942 
  66o - 0944 
  67o - 0937 
  68o - 0948 
  69o - 0938 
  70o - 0941 
  71o - 0946 
  72o - 0945 
  73o - 0940 
  74o - 0933 
  75o - 0947 
  76o - 0934 
  77o - 0936 
  78o - 0929 
  79o - 0927 
  80o - 0939 
  81o - 0931 
  82o - 0926 
  83o - 0924 
  84o - 0932 
  85o - 0935 
  86o - 0923 
  87o - 0919 
  88o - 0930 
  89o - 0928 
  90o - 0925 
  91o - 0915 
  92o - 0922 
  93o - 0920 
  94o - 0913 
  95o - 0912 
  96o - 0916 
  97o - 0921 
  98o - 0917 
  99o - 0910 
 100o - 0907 
 101o - 0908 
 102o - 0906 
 103o - 0905 
 104o - 0904 
 105o - 0918 
 106o - 0914 
 107o - 0897 
 108o - 0901 
 109o - 0903 
 110o - 0911 
 111o - 0893 
 112o - 0909 
 113o - 0899 
 114o - 0894 
 115o - 0892 
 116o - 0898 
 117o - 0895 
 118o - 0902 
 119o - 0887 
 120o - 0882 
 121o - 0891 
 122o - 0900 
 123o - 0889 
 124o - 0881 
 125o - 0886 
 126o - 0880 
 127o - 0890 
 128o - 0879 
 129o - 0885 
 130o - 0875 
 131o - 0883 
 132o - 0874 
 133o - 0888 
 134o - 0863 
 135o - 0869 
 136o - 0871 
 137o - 0873 
 138o - 0862 
 139o - 0870 
 140o - 0858 
 141o - 0876 
 142o - 0877 
 143o - 0859 
 144o - 0852 
 145o - 0864 
 146o - 0853 
 147o - 0872 
 148o - 0878 
