EP2 - Ciclistas!

Ranking - Rodada 1:
   1o - 0929 
   2o - 0928 
   3o - 0936 
   4o - 0634 
   5o - 0930 
   6o - 0981 
   7o - 0927 
   8o - 0980 
   9o - 0986 
  10o - 0906 
  11o - 0971 
  12o - 0985 
  13o - 0975 
  14o - 0979 
  15o - 0982 
  16o - 0983 
  17o - 0970 
  18o - 0974 
  19o - 0972 
  20o - 0965 
  21o - 0966 
  22o - 0967 
  23o - 0969 
  24o - 0968 
  25o - 0961 
  26o - 0963 
  27o - 0984 
  28o - 0960 
  29o - 0954 
  30o - 0958 
  31o - 0959 
  32o - 0957 
  33o - 0955 
  34o - 0951 
  35o - 0950 
  36o - 0956 
  37o - 0953 
  38o - 0952 
  39o - 0945 
  40o - 0948 
  41o - 0947 
  42o - 0946 
  43o - 0943 
  44o - 0949 
  45o - 0944 
  46o - 0941 
  47o - 0942 
  48o - 0931 
  49o - 0938 
  50o - 0939 
  51o - 0937 
  52o - 0935 
  53o - 0940 
  54o - 0933 
  55o - 0964 
  56o - 0999 
  57o - 0635 
  58o - 0993 
  59o - 0932 
  60o - 0998 
  61o - 0991 
  62o - 0988 
  63o - 0997 
  64o - 0934 
  65o - 0996 
  66o - 0994 
  67o - 0926 
  68o - 0989 
  69o - 0990 
  70o - 0987 
  71o - 0924 
  72o - 0995 
  73o - 0992 
  74o - 0923 
  75o - 0921 
  76o - 0919 
  77o - 0973 
  78o - 0978 
  79o - 0920 
  80o - 0922 
  81o - 0917 
  82o - 0925 
  83o - 0913 
  84o - 0911 
  85o - 0915 
  86o - 0962 
  87o - 0977 
  88o - 0914 
  89o - 0910 
  90o - 0912 
  91o - 0902 
  92o - 0976 
  93o - 0918 
  94o - 0909 
  95o - 0879 
  96o - 0916 
  97o - 0905 
  98o - 0908 
  99o - 0858 
 100o - 0880 
 101o - 0859 
 102o - 0860 
 103o - 0847 
 104o - 0904 
 105o - 0882 
 106o - 0565 
 107o - 0903 
 108o - 0838 
 109o - 0843 
 110o - 0841 
 111o - 0840 
 112o - 0857 
 113o - 0842 
 114o - 0602 
 115o - 0837 
 116o - 0839 
 117o - 0881 
 118o - 0835 
 119o - 0888 
 120o - 0586 
 121o - 0907 
 122o - 0833 
 123o - 0887 
 124o - 0885 
 125o - 0618 
 126o - 0889 
 127o - 0884 
 128o - 0836 
 129o - 0891 
 130o - 0636 
 131o - 0901 
 132o - 0834 
 133o - 0897 
 134o - 0899 
 135o - 0865 
 136o - 0861 
 137o - 0890 
 138o - 0893 
 139o - 0886 
 140o - 0900 
 141o - 0854 
 142o - 0892 
 143o - 0895 
 144o - 0896 
 145o - 0864 
 146o - 0862 
 147o - 0871 
 148o - 0894 
