EP2 - Ciclistas!

Ranking - Rodada 1:
   1o - 0865 
   2o - 0751 
   3o - 0748 
   4o - 0612 
   5o - 0741 
   6o - 0745 
   7o - 0744 
   8o - 0739 
   9o - 0742 
  10o - 0750 
  11o - 0743 
  12o - 0740 
  13o - 0753 
  14o - 0746 
  15o - 0919 
  16o - 0910 
  17o - 0747 
  18o - 0913 
  19o - 0918 
  20o - 0920 
  21o - 0916 
  22o - 0914 
  23o - 0917 
  24o - 0921 
  25o - 0961 
  26o - 0909 
  27o - 0912 
  28o - 0908 
  29o - 0905 
  30o - 0906 
  31o - 0903 
  32o - 0911 
  33o - 0899 
  34o - 0900 
  35o - 0901 
  36o - 0907 
  37o - 0915 
  38o - 0902 
  39o - 0759 
  40o - 0757 
  41o - 0755 
  42o - 0898 
  43o - 0896 
  44o - 0756 
  45o - 0749 
  46o - 0897 
  47o - 0904 
  48o - 0754 
  49o - 0758 
  50o - 0887 
  51o - 0760 
  52o - 0886 
  53o - 0761 
  54o - 0883 
  55o - 0885 
  56o - 0762 
  57o - 0752 
  58o - 0884 
  59o - 0879 
  60o - 0882 
  61o - 0880 
  62o - 0881 
  63o - 0876 
  64o - 0922 
  65o - 0878 
  66o - 0998 
  67o - 0877 
  68o - 0999 
  69o - 0995 
  70o - 0875 
  71o - 0924 
  72o - 0993 
  73o - 0994 
  74o - 0992 
  75o - 0996 
  76o - 0997 
  77o - 0967 
  78o - 0991 
  79o - 0990 
  80o - 0984 
  81o - 0988 
  82o - 0980 
  83o - 0989 
  84o - 0987 
  85o - 0986 
  86o - 0983 
  87o - 0982 
  88o - 0985 
  89o - 0979 
  90o - 0976 
  91o - 0978 
  92o - 0971 
  93o - 0973 
  94o - 0969 
  95o - 0977 
  96o - 0970 
  97o - 0964 
  98o - 0974 
  99o - 0981 
 100o - 0968 
 101o - 0963 
 102o - 0957 
 103o - 0972 
 104o - 0966 
 105o - 0975 
 106o - 0954 
 107o - 0965 
 108o - 0959 
 109o - 0958 
 110o - 0947 
 111o - 0955 
 112o - 0953 
 113o - 0960 
 114o - 0956 
 115o - 0942 
 116o - 0946 
 117o - 0951 
 118o - 0945 
 119o - 0962 
 120o - 0938 
 121o - 0949 
 122o - 0952 
 123o - 0939 
 124o - 0948 
 125o - 0933 
 126o - 0940 
 127o - 0943 
 128o - 0934 
 129o - 0941 
 130o - 0937 
 131o - 0932 
 132o - 0929 
 133o - 0944 
 134o - 0936 
 135o - 0926 
 136o - 0950 
 137o - 0928 
 138o - 0931 
 139o - 0895 
 140o - 0925 
 141o - 0935 
 142o - 0891 
 143o - 0890 
 144o - 0927 
 145o - 0923 
 146o - 0892 
 147o - 0893 
 148o - 0531 
