EP2 - Ciclistas!

Ranking - Rodada 1:
   1o - 0093 
   2o - 0091 
   3o - 0099 
   4o - 0089 
   5o - 0092 
   6o - 0086 
   7o - 0090 
   8o - 0098 
   9o - 0088 
  10o - 0063 
  11o - 0097 
  12o - 0061 
  13o - 0067 
  14o - 0066 
  15o - 0087 
  16o - 0084 
  17o - 0096 
  18o - 0079 
  19o - 0070 
  20o - 0074 
  21o - 0081 
  22o - 0083 
  23o - 0072 
  24o - 0077 
  25o - 0095 
  26o - 0041 
  27o - 0094 
  28o - 0053 
  29o - 0082 
  30o - 0085 
  31o - 0048 
  32o - 0040 
  33o - 0073 
  34o - 0076 
  35o - 0080 
  36o - 0075 
  37o - 0047 
  38o - 0078 
  39o - 0064 
  40o - 0069 
  41o - 0051 
  42o - 0068 
  43o - 0059 
  44o - 0056 
  45o - 0071 
  46o - 0058 
  47o - 0065 
  48o - 0057 
  49o - 0060 
  50o - 0062 
  51o - 0043 
  52o - 0052 
  53o - 0049 
  54o - 0055 
  55o - 0054 
  56o - 0045 
  57o - 0042 
  58o - 0044 
  59o - 0050 
  60o - 0039 
  61o - 0034 
  62o - 0033 
  63o - 0035 
  64o - 0037 
  65o - 0031 
  66o - 0046 
  67o - 0030 
  68o - 0038 
  69o - 0032 
  70o - 0027 
  71o - 0028 
  72o - 0011 
  73o - 0026 
  74o - 0029 
  75o - 0036 
  76o - 0025 
  77o - 0019 
  78o - 0015 
  79o - 0016 
  80o - 0000 
  81o - 0018 
  82o - 0020 
  83o - 0023 
  84o - 0024 
  85o - 0017 
  86o - 0007 
  87o - 0014 
  88o - 0005 
  89o - 0010 
  90o - 0001 
  91o - 0002 
  92o - 0013 
  93o - 0012 
  94o - 0021 
  95o - 0022 
  96o - 0008 
  97o - 0006 
  98o - 0003 
  99o - 0009 
 100o - 0004 


Ranking - Rodada 2:
   1o - 0091 
   2o - 0089 
   3o - 0093 
   4o - 0099 
   5o - 0088 
   6o - 0090 
   7o - 0098 
   8o - 0086 
   9o - 0063 
  10o - 0061 
  11o - 0067 
  12o - 0097 
  13o - 0079 
  14o - 0070 
  15o - 0096 
  16o - 0077 
  17o - 0074 
  18o - 0095 
  19o - 0053 
  20o - 0041 
  21o - 0085 
  22o - 0082 
  23o - 0040 
  24o - 0048 
  25o - 0075 
  26o - 0080 
  27o - 0073 
  28o - 0076 
  29o - 0047 
  30o - 0051 
  31o - 0068 
  32o - 0056 
  33o - 0059 
  34o - 0065 
  35o - 0057 
  36o - 0071 
  37o - 0043 
  38o - 0060 
  39o - 0054 
  40o - 0055 
  41o - 0045 
  42o - 0052 
  43o - 0044 
  44o - 0050 
  45o - 0039 
  46o - 0046 
  47o - 0030 
