EP2 - Ciclistas!

Ranking - Rodada 1:
   1o - 0077 
   2o - 0052 
   3o - 0075 
   4o - 0097 
   5o - 0092 
   6o - 0085 
   7o - 0083 
   8o - 0098 
   9o - 0099 
  10o - 0091 
  11o - 0096 
  12o - 0090 
  13o - 0094 
  14o - 0095 
  15o - 0093 
  16o - 0087 
  17o - 0088 
  18o - 0086 
  19o - 0084 
  20o - 0079 
  21o - 0081 
  22o - 0080 
  23o - 0082 
  24o - 0072 
  25o - 0073 
  26o - 0078 
  27o - 0074 
  28o - 0076 
  29o - 0089 
  30o - 0068 
  31o - 0071 
  32o - 0070 
  33o - 0069 
  34o - 0066 
  35o - 0063 
  36o - 0067 
  37o - 0044 
  38o - 0045 
  39o - 0065 
  40o - 0061 
  41o - 0056 
  42o - 0064 
  43o - 0060 
  44o - 0057 
  45o - 0054 
  46o - 0017 
  47o - 0016 
  48o - 0037 
  49o - 0059 
  50o - 0058 
  51o - 0038 
  52o - 0062 
  53o - 0026 
  54o - 0053 
  55o - 0019 
  56o - 0018 
  57o - 0013 
  58o - 0051 
  59o - 0046 
  60o - 0050 
  61o - 0023 
  62o - 0011 
  63o - 0034 
  64o - 0048 
  65o - 0020 
  66o - 0055 
  67o - 0035 
  68o - 0043 
  69o - 0036 
  70o - 0040 
  71o - 0029 
  72o - 0049 
  73o - 0032 
  74o - 0039 
  75o - 0030 
  76o - 0047 
  77o - 0033 
  78o - 0027 
  79o - 0031 
  80o - 0003 
  81o - 0042 
  82o - 0022 
  83o - 0024 
  84o - 0028 
  85o - 0041 
  86o - 0025 
  87o - 0014 
  88o - 0007 
  89o - 0021 
  90o - 0008 
  91o - 0005 
  92o - 0015 
  93o - 0002 
  94o - 0006 
  95o - 0009 
  96o - 0010 
  97o - 0000 
  98o - 0004 
  99o - 0001 
 100o - 0012 


Ranking - Rodada 2:
   1o - 0052 
   2o - 0075 
   3o - 0092 
   4o - 0098 
   5o - 0091 
   6o - 0083 
   7o - 0099 
   8o - 0085 
   9o - 0095 
  10o - 0094 
  11o - 0084 
  12o - 0088 
  13o - 0086 
  14o - 0093 
  15o - 0087 
  16o - 0079 
  17o - 0082 
  18o - 0074 
  19o - 0089 
  20o - 0073 
  21o - 0076 
  22o - 0068 
  23o - 0070 
  24o - 0069 
  25o - 0045 
  26o - 0066 
  27o - 0063 
  28o - 0056 
  29o - 0060 
  30o - 0065 
  31o - 0064 
  32o - 0061 
  33o - 0054 
  34o - 0057 
  35o - 0017 
  36o - 0059 
  37o - 0062 
  38o - 0038 
  39o - 0037 
  40o - 0018 
  41o - 0053 
  42o - 0013 
  43o - 0026 
  44o - 0051 
  45o - 0050 
  46o - 0023 
  47o - 0011 
