EP2 - Ciclistas!
 297 EH O PRIMEIRO COLOCADO!!!!!!!
*** RODADA   1 ***

Ranking - Rodada 1:
   1o - 0297 
   2o - 0298 
   3o - 0299 
   4o - 0296 
   5o - 0295 
   6o - 0292 
   7o - 0294 
   8o - 0285 
   9o - 0290 
  10o - 0286 
  11o - 0289 
  12o - 0288 
  13o - 0291 
  14o - 0287 
  15o - 0293 
  16o - 0284 
  17o - 0282 
  18o - 0283 
  19o - 0275 
  20o - 0280 
  21o - 0281 
  22o - 0277 
  23o - 0278 
  24o - 0273 
  25o - 0279 
  26o - 0272 
  27o - 0271 
  28o - 0266 
  29o - 0268 
  30o - 0269 
  31o - 0265 
  32o - 0274 
  33o - 0270 
  34o - 0264 
  35o - 0263 
  36o - 0256 
  37o - 0262 
  38o - 0258 
  39o - 0261 
  40o - 0276 
  41o - 0260 
  42o - 0255 
  43o - 0251 
  44o - 0253 
  45o - 0257 
  46o - 0250 
  47o - 0267 
  48o - 0259 
  49o - 0254 
  50o - 0252 
  51o - 0241 
  52o - 0246 
  53o - 0240 
  54o - 0245 
  55o - 0243 
  56o - 0238 
  57o - 0248 
  58o - 0247 
  59o - 0242 
  60o - 0244 
  61o - 0232 
  62o - 0249 
  63o - 0231 
  64o - 0236 
  65o - 0234 
  66o - 0239 
  67o - 0235 
  68o - 0226 
  69o - 0228 
  70o - 0224 
  71o - 0225 
  72o - 0237 
  73o - 0230 
  74o - 0227 
  75o - 0222 
  76o - 0215 
  77o - 0220 
  78o - 0233 
  79o - 0218 
  80o - 0229 
  81o - 0223 
  82o - 0219 
  83o - 0214 
  84o - 0221 
  85o - 0208 
  86o - 0206 
  87o - 0217 
  88o - 0212 
  89o - 0216 
  90o - 0204 
  91o - 0211 
  92o - 0207 
  93o - 0200 
  94o - 0205 
  95o - 0209 
  96o - 0203 
  97o - 0201 
  98o - 0202 
  99o - 0197 
 100o - 0210 
 101o - 0192 
 102o - 0198 
 103o - 0196 
 104o - 0199 
 105o - 0193 
 106o - 0195 
 107o - 0194 
 108o - 0190 
 109o - 0191 
 110o - 0188 
 111o - 0183 
 112o - 0213 
 113o - 0180 
 114o - 0187 
 115o - 0184 
 116o - 0189 
 117o - 0181 
 118o - 0185 
 119o - 0179 
 120o - 0186 
 121o - 0173 
 122o - 0178 
 123o - 0165 
 124o - 0167 
 125o - 0176 
 126o - 0175 
 127o - 0182 
 128o - 0172 
 129o - 0168 
 130o - 0169 
 131o - 0174 
 132o - 0164 
 133o - 0162 
 134o - 0160 
 135o - 0171 
 136o - 0158 
 137o - 0170 
 138o - 0161 
 139o - 0177 
 140o - 0166 
 141o - 0155 
 142o - 0157 
 143o - 0163 
 144o - 0154 
 145o - 0156 
 146o - 0149 
 147o - 0145 
 148o - 0147 
 149o - 0148 
 150o - 0151 
 151o - 0142 
 152o - 0152 
 153o - 0143 
 154o - 0141 
 155o - 0144 
 156o - 0146 
 157o - 0153 
 158o - 0134 
 159o - 0150 
 160o - 0127 
 161o - 0135 
 162o - 0159 
 163o - 0123 
 164o - 0128 
 165o - 0138 
 166o - 0139 
 167o - 0132 
 168o - 0122 
 169o - 0133 
 170o - 0124 
 171o - 0136 
 172o - 0131 
 173o - 0129 
 174o - 0121 
 175o - 0120 
 176o - 0125 
 177o - 0137 
 178o - 0108 
 179o - 0140 
 180o - 0126 
 181o - 0118 
 182o - 0110 
 183o - 0109 
 184o - 0107 
 185o - 0130 
 186o - 0119 
 187o - 0106 
 188o - 0116 
 189o - 0101 
 190o - 0105 
 191o - 0115 
 192o - 0099 
 193o - 0096 
 194o - 0113 
 195o - 0112 
 196o - 0111 
 197o - 0117 
 198o - 0098 
 199o - 0095 
 200o - 0103 
 201o - 0100 
 202o - 0104 
 203o - 0097 
 204o - 0094 
 205o - 0091 
 206o - 0114 
 207o - 0102 
 208o - 0090 
 209o - 0079 
 210o - 0092 
 211o - 0088 
 212o - 0089 
 213o - 0081 
 214o - 0082 
 215o - 0085 
 216o - 0087 
 217o - 0086 
 218o - 0084 
 219o - 0072 
 220o - 0075 
 221o - 0080 
 222o - 0077 
 223o - 0083 
 224o - 0076 
 225o - 0065 
 226o - 0093 
 227o - 0062 
 228o - 0073 
 229o - 0074 
 230o - 0063 
 231o - 0066 
